Country,Region,Year,Alcohol_consumption,BMI,GDP_per_capita,Population_mln,Schooling,Economy_status_Developed,Life_expectancy
Central African Republic,Africa,2000,1.68,21.5,460,3.64,2.9,0,44.2
Czechia,European Union,2005,13.66,26.6,14978,10.21,11.9,1,75.9
Cambodia,Asia,2015,3.34,22.1,1163,15.52,4.7,0,68.6
Vietnam,Asia,2005,1.19,20.4,1557,83.83,6.4,0,74.1
Slovak Republic,European Union,2001,11.12,25.5,9222,5.38,10.1,1,73.4
Georgia,Rest of Europe,2012,7.23,27.1,3597,3.73,12.5,0,72.1
Hungary,European Union,2015,10.95,27.2,12721,9.84,11.8,1,75.6
Brunei Darussalam,Asia,2013,0.69,26.8,32925,0.4,8.9,0,75.1
Sierra Leone,Africa,2009,3.98,22.6,520,6.27,3,0,48.5
Guinea-Bissau,Africa,2012,3,23.2,590,1.6,2.8,0,55.6
Luxembourg,European Union,2010,11.84,26.1,106544,0.51,11.8,1,80.6
Costa Rica,Central America and Caribbean,2013,3.02,27.1,11090,4.74,8.5,0,79.2
Russian Federation,Rest of Europe,2009,11.25,26.1,8382,142.79,11.5,0,68.7
Timor-Leste,Oceania,2011,0.44,20.8,1234,1.11,4.5,0,67.5
Philippines,Asia,2013,4.61,22.9,2740,98.87,9.1,0,70.3
Mauritania,Africa,2007,0.022,24.4,1510,3.2,3.5,0,61.8
Bulgaria,European Union,2011,9.88,26.1,6605,7.35,10.7,1,74.2
Greece,European Union,2005,9.15,26.9,22186,10.99,9.8,1,79.2
Angola,Africa,2005,3.49,22.3,2407,19.43,4.4,0,50.2
Ireland,European Union,2014,10.88,27.3,50010,4.66,12.3,1,81.3
Vietnam,Asia,2012,2.57,21.3,2217,89.8,7.8,0,75
"Micronesia, Fed. Sts.",Oceania,2013,1.6,29.5,2923,0.11,8,0,67
Guyana,South America,2013,5.72,26.1,5505,0.76,8.3,0,68.8
Iceland,Rest of Europe,2010,6.79,26,48194,0.32,10.6,1,81.9
Italy,European Union,2011,6.98,25.7,32229,59.38,9.8,1,82.2
Rwanda,Africa,2014,6.5,21.9,708,11.08,4,0,66.9
"Congo, Dem. Rep.",Africa,2007,2.91,21.3,381,58.45,4.8,0,55.1
Zimbabwe,Africa,2006,2.35,23.5,1091,12.16,6.8,0,43.9
India,Asia,2005,1.25,21,954,1147.61,4.8,0,64.5
Denmark,European Union,2006,11.02,25.2,53687,5.44,12.8,1,78.1
Kuwait,Middle East,2008,0.032,28.9,39777,2.66,6.5,0,74
Honduras,Central America and Caribbean,2013,2.7,26.4,2228,8.8,5.8,0,74.1
Liberia,Africa,2004,4.25,23.3,540,3.14,3.7,0,54.4
Singapore,Asia,2008,1.69,23.5,44602,4.84,10.5,0,80.8
Azerbaijan,Asia,2008,1.12,26.2,4693,8.76,10.2,0,70.2
Burkina Faso,Africa,2011,5.32,21.9,603,16.08,1.4,0,57.8
Liberia,Africa,2003,4.23,23.2,536,3.08,3.7,0,53.6
Gabon,Africa,2008,8.31,24.6,6846,1.52,7.3,0,59.9
Vietnam,Asia,2014,2.78,21.6,2438,91.71,7.8,0,75.1
Kuwait,Middle East,2009,0.1,29,34800,2.82,6.6,0,74.2
Trinidad and Tobago,Central America and Caribbean,2014,5.9,27.4,18167,1.36,10.8,0,72.8
El Salvador,Central America and Caribbean,2012,2.41,27.3,3529,6.24,6.7,0,71.7
Singapore,Asia,2009,1.73,23.5,43333,4.99,10.5,0,81.2
Uganda,Africa,2008,11.37,21.8,725,30.43,5.2,0,55
Hungary,European Union,2010,10.7,26.8,11314,10,11.9,1,74.2
"Iran, Islamic Rep.",Middle East,2012,0.02,25.9,5302,75.54,9.5,0,74.8
Albania,Rest of Europe,2012,4.43,26.3,3736,2.9,9.6,0,77.3
Cuba,Central America and Caribbean,2006,4.17,25,5808,11.26,10.1,0,77.9
Papua New Guinea,Oceania,2004,0.55,24.5,1814,6.35,3.5,0,60.2
Grenada,Central America and Caribbean,2008,9.04,26.2,8736,0.11,8.1,0,73
"Venezuela, RB",South America,2014,6.6,26.6,16056,30.04,10,0,72.8
"Bahamas, The",Central America and Caribbean,2003,10.59,27,35456,0.31,10.9,0,72
Romania,European Union,2001,12.07,24.9,4853,22.13,9.7,1,71.2
Bhutan,Asia,2000,1.66,22.2,1108,0.59,2.3,0,60.9
Peru,South America,2004,4.54,25.4,3671,27.62,8.6,0,72.6
Slovenia,European Union,2005,11.19,25.7,19239,2,11.7,1,77.6
Antigua and Barbuda,Central America and Caribbean,2000,6.86,25.1,14070,0.08,7,0,73.9
Nepal,Asia,2001,0.091,20.8,578,24.35,2.5,0,62.9
Trinidad and Tobago,Central America and Caribbean,2000,4.81,25.9,10669,1.27,9.2,0,69.4
Central African Republic,Africa,2015,0.9,22.8,377,4.49,4.2,0,50.9
Uganda,Africa,2007,10.77,21.7,688,29.49,4.8,0,53.9
Oman,Middle East,2002,0.53,25.5,20702,2.33,5.9,0,73
Norway,Rest of Europe,2008,6.75,26.3,75044,4.77,12.7,1,80.6
Mexico,North America,2005,5.03,27.2,8878,106.01,7.6,0,75.3
Senegal,Africa,2011,0.21,22.8,1133,13.03,2.4,0,64.9
Lesotho,Africa,2012,2.47,24.8,1097,2.01,5.9,0,47.4
Uruguay,South America,2004,5.88,26.2,9464,3.32,8,0,75.6
Pakistan,Asia,2010,0.04,23.4,1239,179.42,4.7,0,65.3
Russian Federation,Rest of Europe,2013,9.77,26.2,9622,143.51,11.8,0,70.6
Ukraine,Rest of Europe,2012,8.54,26.4,2460,45.59,11.3,0,70.9
Liberia,Africa,2001,4.42,23.1,770,2.95,3.5,0,52.2
Samoa,Oceania,2011,2.1,31.6,4219,0.19,10.2,0,71.9
Bulgaria,European Union,2014,10.3,26.3,6797,7.22,10.9,1,74.5
Cote d'Ivoire,Africa,2012,1.2,23.6,1637,21.55,4.5,0,54.3
Denmark,European Union,2010,10.27,25.3,51173,5.55,12.7,1,79.1
Trinidad and Tobago,Central America and Caribbean,2009,5.93,26.9,17700,1.32,10.7,0,71.7
Switzerland,Rest of Europe,2002,10.85,24.9,74138,7.28,11.7,1,80.4
Togo,Africa,2001,0.88,22.1,496,5.06,4,0,53.6
Mali,Africa,2001,0.6,21.6,641,11.27,1.3,0,48.8
Colombia,South America,2010,4.22,25.7,5163,45.22,7.4,0,75.4
Mali,Africa,2004,0.55,22,667,12.37,1.6,0,51.2
China,Asia,2013,5.62,23.5,7056,1363.24,7.5,0,75.3
Malawi,Africa,2012,1.87,22.6,362,15.4,4.3,0,58.6
Algeria,Africa,2008,0.37,24.9,3856,34.73,6.7,0,74.3
South Africa,Africa,2003,7.32,26.4,5203,46.72,8.8,0,53.7
Colombia,South America,2004,4.13,25.2,4257,42.08,6.6,0,74
Mexico,North America,2006,5.2,27.2,9143,107.56,8,0,75.3
India,Asia,2009,2.46,21.3,1162,1217.73,5.3,0,66.2
Slovak Republic,European Union,2003,10.23,25.6,10178,5.37,10.4,1,73.6
South Africa,Africa,2013,7.21,27.1,6285,53.69,9.9,0,61.1
Libya,Africa,2003,0.012,27.1,11265,5.62,6.1,0,71.5
Uganda,Africa,2014,7.25,22.3,834,36.91,5.5,0,60.7
Cambodia,Asia,2005,1.1,21.1,696,13.27,3.5,0,63.1
Cabo Verde,Africa,2004,4.25,23.7,2287,0.46,4.2,0,70.2
Armenia,Rest of Europe,2001,2.87,25.7,1422,3.05,10.7,0,71.8
Norway,Rest of Europe,2002,5.89,25.8,69106,4.54,12.1,1,79
Ukraine,Rest of Europe,2003,6.81,25.9,1833,47.81,10.6,0,68.2
Slovenia,European Union,2014,10.92,26.4,20454,2.06,11.9,1,81.1
Liberia,Africa,2014,3.02,24,740,4.36,4.4,0,61.7
Estonia,European Union,2002,12.16,25.6,11417,1.38,11.9,1,70.9
India,Asia,2003,1.17,20.9,845,1111.52,4.7,0,63.7
Bhutan,Asia,2008,0.16,23.1,1909,0.67,2.3,0,67.3
Croatia,European Union,2001,13.69,25.7,9428,4.3,9.8,1,74.5
Australia,Oceania,2015,9.68,27.1,56707,23.82,12.8,1,82.4
St. Vincent and the Grenadines,Central America and Caribbean,2000,5.13,25.5,5339,0.11,7.6,0,70.8
"Egypt, Arab Rep.",Africa,2015,0.18,29.5,3563,92.44,7.1,0,71.3
Zambia,Africa,2000,2.82,21.5,774,10.42,5.9,0,44
Zambia,Africa,2004,2.75,21.8,879,11.55,6.2,0,47.4
Brazil,South America,2009,6.95,25.7,8169,193.89,6.8,0,73.3
Belgium,European Union,2003,11.28,25.6,36617,10.38,10.4,1,78.1
Mauritius,Africa,2009,2.8,24.9,7508,1.25,8,0,72.9
Hungary,European Union,2002,13.28,26.1,9829,10.16,10.3,1,72.3
Moldova,Rest of Europe,2004,7.61,26.2,1770,2.9,10.1,0,67.7
Cote d'Ivoire,Africa,2010,1.12,23.5,1687,20.53,4.2,0,53
Denmark,European Union,2005,11.26,25.1,51836,5.42,12.8,1,77.8
Georgia,Rest of Europe,2015,6.95,27.5,4014,3.73,12.7,0,73
United Arab Emirates,Middle East,2001,1.62,27.2,58422,3.3,8.4,0,74.5
New Zealand,Oceania,2000,8.83,26.7,30863,3.86,11.6,1,78.6
Barbados,Central America and Caribbean,2007,8.07,27.1,18205,0.28,9.3,0,78.1
Lesotho,Africa,2005,1.94,24.3,836,2,5.3,0,42.7
United Kingdom,Rest of Europe,2002,11.33,26.5,40563,59.37,11.9,1,78.1
Ghana,Africa,2003,1.91,22.9,1105,20.75,6.3,0,57.8
India,Asia,2002,1.08,20.8,797,1093.32,4.6,0,63.3
Iceland,Rest of Europe,2001,6.32,25.6,43288,0.28,9.6,1,80.7
Japan,Asia,2001,8.01,22.5,31476,127.15,10.8,1,81.4
Georgia,Rest of Europe,2003,2.79,26.1,1984,3.95,12,0,70.3
Ethiopia,Africa,2013,0.57,20.5,556,95.39,2.5,0,64
North Macedonia,Rest of Europe,2001,4.4,25.7,3169,2.03,6.8,0,73.4
Tunisia,Africa,2006,1.32,25.6,3494,10.2,5.9,0,74.4
Montenegro,Rest of Europe,2012,9.37,26.2,5996,0.62,11.2,0,76.2
St. Lucia,Central America and Caribbean,2013,8.93,29.4,10148,0.18,8.4,0,75.3
Liberia,Africa,2005,4.2,23.4,554,3.22,3.8,0,55.4
Guatemala,Central America and Caribbean,2011,2.05,26.1,3689,14.52,5.3,0,71.9
Fiji,Oceania,2003,2.07,26.5,4339,0.82,9.3,0,66.2
Nigeria,Africa,2006,11.18,22.8,2013,142.54,5.2,0,48.8
Namibia,Africa,2012,2.37,23.9,4421,2.19,6.4,0,59.4
Cameroon,Africa,2002,4.54,23.3,1144,16.36,5.1,0,51.5
Vanuatu,Oceania,2010,1.36,25.9,2856,0.24,6.7,0,69.1
Hungary,European Union,2004,13.28,26.2,10797,10.11,10.6,1,72.6
Guinea,Africa,2003,0.18,22,653,8.75,1.5,0,51.9
Cyprus,European Union,2012,10.58,26.8,24217,1.14,11.8,1,79.8
Bosnia and Herzegovina,Rest of Europe,2000,3.87,24.8,2848,3.75,7,0,74.4
Luxembourg,European Union,2008,11.99,26,110095,0.49,11.7,1,80.5
Bosnia and Herzegovina,Rest of Europe,2007,5.03,25.2,3910,3.76,7.5,0,75.5
Vanuatu,Oceania,2013,1.61,26,2751,0.26,6.8,0,69.6
Seychelles,Africa,2014,8.44,26.6,14672,0.09,9.4,0,73.2
"Bahamas, The",Central America and Caribbean,2015,9.27,27.9,31699,0.37,11.1,0,73.1
Trinidad and Tobago,Central America and Caribbean,2001,4.7,26,11074,1.27,9.3,0,69.7
Suriname,South America,2015,4.75,26.5,9168,0.56,8.4,0,71.2
Luxembourg,European Union,2015,11.37,26.3,105462,0.57,12,1,82.3
Comoros,Africa,2011,0.11,23.9,1228,0.71,4.4,0,62.2
Russian Federation,Rest of Europe,2003,11.32,25.9,6370,144.65,11.4,0,65
Finland,European Union,2007,10.45,25.9,46213,5.29,12,1,79.3
Portugal,European Union,2010,11.26,25.8,19670,10.57,8.1,1,79
Jordan,Middle East,2005,0.51,28.2,4341,5.77,9.7,0,72.6
Kazakhstan,Asia,2009,3.16,26,8488,16.09,11.5,0,68.4
Equatorial Guinea,Africa,2014,8.64,23.9,12927,1.12,5.5,0,57
Lithuania,European Union,2012,14.97,26.4,12679,2.99,11.7,1,73.9
"Gambia, The",Africa,2012,2.74,23.6,685,1.91,3.1,0,60.2
Iceland,Rest of Europe,2009,7.24,26,49527,0.32,10.5,1,81.8
Antigua and Barbuda,Central America and Caribbean,2013,9.43,26.4,13554,0.09,9.2,0,76.2
"Egypt, Arab Rep.",Africa,2014,0.19,29.3,3490,90.42,7,0,71.1
United States,North America,2008,8.74,28.4,53854,304.09,13.2,1,78
Libya,Africa,2015,0.01,28,7590,6.42,7.3,0,72.1
Romania,European Union,2012,9.66,26.3,8005,20.06,10.9,1,74.4
Lebanon,Middle East,2008,1.57,27,7961,4.76,7.8,0,77.9
"Congo, Rep.",Africa,2006,1.3,22.5,2269,3.75,5.9,0,56.6
Sweden,European Union,2005,6.53,25.5,45990,9.03,12.4,1,80.5
Niger,Africa,2010,0.11,21.5,443,16.46,1.4,0,57.3
Nicaragua,Central America and Caribbean,2009,3.32,26.6,1630,5.75,5.9,0,72.2
Denmark,European Union,2000,11.68,24.9,49242,5.34,10.7,1,76.6
Ghana,Africa,2004,0.55,23.1,1139,21.27,6.4,0,58.2
Libya,Africa,2006,0.011,27.3,13386,5.89,6.6,0,72.1
Timor-Leste,Oceania,2002,0.48,20,980,0.92,2.9,0,60.9
Israel,Middle East,2007,2.46,26.7,31208,7.18,12.5,1,80.5
Peru,South America,2013,5.27,26.3,6030,29.77,8.8,0,75.3
Trinidad and Tobago,Central America and Caribbean,2005,5.75,26.5,15383,1.3,10,0,70.7
Maldives,Asia,2010,1.58,24.6,8522,0.37,4.9,0,75.9
El Salvador,Central America and Caribbean,2014,2.45,27.5,3636,6.3,6.5,0,72.2
Malawi,Africa,2006,1.94,22.2,295,12.97,3.6,0,49.1
Denmark,European Union,2002,11.32,25,49542,5.38,12.1,1,76.9
United States,North America,2015,8.78,28.8,56763,320.74,13.3,1,78.7
Albania,Rest of Europe,2010,4.88,26.1,3577,2.91,9.3,0,76.6
Kazakhstan,Asia,2004,6.23,25.7,6581,15.01,11.5,0,66.1
Burundi,Africa,2011,4.56,21.4,316,8.96,2.6,0,57.9
Niger,Africa,2006,0.1,21.3,420,14.14,1.3,0,54.2
Latvia,European Union,2014,10.6,26.5,13163,1.99,12.9,1,74.1
Maldives,Asia,2011,1.69,24.7,8893,0.38,5.2,0,76.3
"Venezuela, RB",South America,2009,7.75,26.6,11765,28.03,8.3,0,73.1
Croatia,European Union,2000,13.24,25.6,8806,4.47,9.4,1,72.8
United Kingdom,Rest of Europe,2010,10.01,27,42488,62.77,13.2,1,80.4
Argentina,South America,2010,8.15,27.1,13551,40.79,9.8,0,75.3
Argentina,South America,2015,8.49,27.6,13789,43.13,9.8,0,76.1
Chile,South America,2005,7.57,27,10210,16.18,9.5,0,77.6
Mauritania,Africa,2008,0.018,24.4,1462,3.3,3.6,0,62
Luxembourg,European Union,2006,12.5,25.9,105614,0.47,11.5,1,79.3
Indonesia,Asia,2009,0.074,22.4,2595,238.62,7.4,0,68.9
South Africa,Africa,2008,7.46,26.8,6171,49.78,9.7,0,55.4
Syrian Arab Republic,Middle East,2004,0.61,27.2,1486,17.83,5.4,0,74.3
United States,North America,2006,8.63,28.2,53738,298.38,12.8,1,77.7
Gabon,Africa,2013,7.57,25,7305,1.82,8.1,0,63.6
Syrian Arab Republic,Middle East,2011,0.6,27.8,1773,21.08,6.3,0,71.3
Namibia,Africa,2000,2.65,22.9,3125,1.79,5.6,0,52.2
Bhutan,Asia,2015,0.04,23.8,2753,0.73,3.1,0,70.4
Niger,Africa,2013,0.09,21.7,470,18.5,1.7,0,59.5
Maldives,Asia,2000,1.99,23.1,6982,0.28,3,0,70.2
Turkiye,Middle East,2009,1.52,27.4,7942,71.32,6.5,0,74.1
Turkmenistan,Asia,2008,2.12,25.6,3795,4.94,9.9,0,66
Sierra Leone,Africa,2007,3.67,22.5,501,5.99,2.8,0,46.5
"Micronesia, Fed. Sts.",Oceania,2010,1.75,29.3,3085,0.1,7.2,0,66.5
Tanzania,Africa,2006,6.09,22.5,717,39.55,4.8,0,55.1
Thailand,Asia,2002,5.86,23,3795,64.07,6.5,0,71.1
Tunisia,Africa,2011,1.25,25.9,3836,10.74,6.9,0,75.2
Timor-Leste,Oceania,2014,0.41,21.1,1321,1.17,4.5,0,68.2
Syrian Arab Republic,Middle East,2014,0.19,28.1,973,18.71,5.6,0,69.8
Bangladesh,Asia,2010,0,21.1,973,147.58,4.9,0,69.9
New Zealand,Oceania,2004,9.17,27.1,34310,4.09,11.6,1,79.5
Sweden,European Union,2014,7.2,26,49855,9.7,12.3,1,82.3
Ethiopia,Africa,2002,0.16,20,272,70.14,1.7,0,53.3
Malawi,Africa,2003,1.22,22,279,12,3.3,0,46.1
Cyprus,European Union,2015,9.59,26.8,23408,1.16,11.9,1,80.4
Jamaica,Central America and Caribbean,2005,3.36,26.2,5138,2.74,8.1,0,74.1
Jordan,Middle East,2014,0.35,28.8,4221,8.92,10.1,0,74
Georgia,Rest of Europe,2000,3.29,25.8,1567,4.08,11.7,0,69.9
Mexico,North America,2008,4.27,27.4,9181,110.82,8,0,75.2
Turkmenistan,Asia,2005,2.63,25.2,2787,4.75,9.9,0,65
Cyprus,European Union,2008,12.03,26.7,27447,1.08,11.3,1,79.1
Belgium,European Union,2000,11.21,25.5,35675,10.25,10,1,77.7
Uganda,Africa,2002,11.64,21.3,555,25.17,4.2,0,48.3
Cabo Verde,Africa,2015,4.54,24.5,3043,0.52,5.9,0,72.1
Morocco,Africa,2013,0.46,25.7,2755,33.72,4.8,0,75.2
Somalia,Africa,2011,0,22.9,313,12.38,2.1,0,54.3
Qatar,Middle East,2007,1.16,28.2,60927,1.22,9.6,0,78.6
Bolivia,South America,2007,3.38,25.5,2314,9.56,7.1,0,66.4
Lao PDR,Asia,2015,7.09,22.8,2140,6.74,5.1,0,66.5
Nepal,Asia,2004,0.23,21.1,603,25.42,2.7,0,64.7
Botswana,Africa,2008,7.52,24.1,5838,1.92,8.6,0,56.7
Nigeria,Africa,2007,11.04,22.8,2090,146.34,5.2,0,49.4
Belarus,Rest of Europe,2008,14.58,26.2,5181,9.53,11.3,0,70.5
Turkiye,Middle East,2006,1.39,27.2,8174,68.76,6.1,0,72.8
Guinea-Bissau,Africa,2004,3.56,22.5,552,1.31,2.3,0,51.9
United Kingdom,Rest of Europe,2009,9.98,26.9,41929,62.28,13.1,1,80.1
Lithuania,European Union,2009,12.97,26.3,10700,3.16,11.5,1,72.9
Singapore,Asia,2011,1.89,23.6,50714,5.18,11.2,0,81.7
Gabon,Africa,2009,8.12,24.6,6635,1.57,7.4,0,60.6
Belize,Central America and Caribbean,2012,6.35,28.6,4734,0.34,10.5,0,73
Kyrgyz Republic,Asia,2000,5.33,24.7,718,4.9,9.8,0,68.6
"Micronesia, Fed. Sts.",Oceania,2004,2.03,29,2949,0.11,5.8,0,65.3
Sweden,European Union,2004,6.51,25.4,44891,8.99,12.3,1,80.5
Mexico,North America,2004,5,27.1,8801,104.51,7.4,0,75.2
Niger,Africa,2002,0.088,20.9,418,12.19,1.2,0,51.3
Eswatini,Africa,2012,6.49,26.5,3513,1.08,6.1,0,49.9
Malta,European Union,2004,6.61,27,17653,0.4,8.6,1,79.3
Equatorial Guinea,Africa,2010,8.96,23.5,13841,0.94,5.5,0,55.6
Montenegro,Rest of Europe,2010,9.94,26.1,5982,0.62,11.1,0,76
Syrian Arab Republic,Middle East,2010,0.77,27.7,1701,21.36,6.3,0,72.1
Guinea,Africa,2004,0.34,22.1,655,8.93,1.6,0,52.5
Cuba,Central America and Caribbean,2014,4.54,25.5,7379,11.31,11.2,0,78.5
Argentina,South America,2003,7.62,26.4,9630,38.09,9.3,0,74.1
Norway,Rest of Europe,2006,6.47,26.1,74190,4.66,12.5,1,80.3
Barbados,Central America and Caribbean,2012,8.9,27.5,16505,0.28,10.5,0,78.5
Rwanda,Africa,2008,7.51,21.5,554,9.52,3.2,0,60.6
Bangladesh,Asia,2002,0.003,20.4,687,132.48,4.3,0,66.4
Timor-Leste,Oceania,2012,0.48,20.9,1271,1.13,4.5,0,67.7
North Macedonia,Rest of Europe,2003,5.18,25.8,3301,2.03,7.5,0,73.2
Tonga,Oceania,2004,1.79,31.5,3899,0.1,9.2,0,69.8
Kuwait,Middle East,2007,0.029,28.8,41171,2.5,6.3,0,73.8
Iceland,Rest of Europe,2015,7.66,26.2,52952,0.33,12.2,1,82.5
Greece,European Union,2002,8.22,26.8,19997,10.9,9.1,1,78.6
Mozambique,Africa,2003,0.6,21.8,353,19.33,2.6,0,49.9
Netherlands,European Union,2002,9.72,25.1,40914,16.15,11.1,1,78.3
Jamaica,Central America and Caribbean,2012,3.02,27.2,4888,2.84,9.2,0,74
Senegal,Africa,2012,0.19,22.8,1146,13.4,2.6,0,65.4
Togo,Africa,2015,1.36,23.5,571,7.32,4.7,0,59.9
Libya,Africa,2001,0.002,26.9,10392,5.44,5.8,0,71
Paraguay,South America,2006,5.92,25.6,4049,5.91,7.1,0,71.9
Syrian Arab Republic,Middle East,2002,0.9,27,1353,17.08,4.7,0,73.7
Malta,European Union,2014,7.14,27.1,23286,0.43,11.1,1,82
Tonga,Oceania,2003,1.79,31.4,4020,0.1,9.2,0,69.8
Trinidad and Tobago,Central America and Caribbean,2003,5.44,26.2,13552,1.28,9.5,0,70.2
Argentina,South America,2008,8.42,26.9,13311,40.08,8.9,0,75
Finland,European Union,2010,9.72,26,43564,5.36,12.3,1,79.9
Spain,European Union,2005,11.92,26.2,26146,43.65,8.9,1,80.2
United Kingdom,Rest of Europe,2000,10.82,26.3,39229,58.89,11.7,1,77.7
Luxembourg,European Union,2013,11.25,26.2,105339,0.54,11.8,1,81.8
Madagascar,Africa,2013,0.85,21.2,463,22.96,6.1,0,64.7
Mongolia,Asia,2007,9.12,25,2411,2.59,8.9,0,66
Australia,Oceania,2004,9.84,26.6,49439,20.13,11.8,1,80.5
Cabo Verde,Africa,2007,5.4,24,2922,0.48,4.6,0,70.7
Georgia,Rest of Europe,2014,6.49,27.3,3903,3.72,12.6,0,72.7
Sri Lanka,Asia,2001,1.68,21.6,1880,18.91,10.2,0,72.2
Bahrain,Middle East,2006,1.94,25.2,22069,0.96,8.4,0,75.5
Ecuador,South America,2001,4.19,25.4,4299,12.91,7,0,73.1
Estonia,European Union,2015,16.72,26.4,17402,1.32,12.7,1,77.6
Algeria,Africa,2001,0.23,24.4,3163,31.45,6.1,0,71.1
El Salvador,Central America and Caribbean,2008,2.59,26.9,3364,6.13,6.4,0,70.8
Turkmenistan,Asia,2011,2.88,25.9,4811,5.17,9.9,0,66.9
Thailand,Asia,2008,7.54,23.6,4884,66.53,7.3,0,73.3
Seychelles,Africa,2007,7.25,26,12702,0.09,7.9,0,73.1
Bhutan,Asia,2014,0.21,23.7,2613,0.72,3.1,0,70
Cuba,Central America and Caribbean,2010,4.28,25.2,6759,11.23,11,0,78.3
Spain,European Union,2010,8.94,26.2,25703,46.58,9.4,1,81.6
Mexico,North America,2013,3.81,27.7,9283,118.83,8.4,0,74.9
"Iran, Islamic Rep.",Middle East,2009,0.027,25.7,5255,72.92,8.8,0,73.5
Tunisia,Africa,2000,1.2,25.1,2881,9.71,4.9,0,73.2
Bulgaria,European Union,2003,10.92,25.5,4519,7.78,10.1,1,72.1
Estonia,European Union,2006,17.87,25.9,16155,1.35,12.2,1,72.7
"Congo, Rep.",Africa,2011,1.9,22.9,2408,4.39,6.2,0,60.8
India,Asia,2001,0.98,20.7,781,1075,4.5,0,62.9
Indonesia,Asia,2003,0.05,21.9,2035,220.31,7.2,0,66.6
Guinea,Africa,2013,0.25,22.8,750,10.89,2.6,0,58.4
Afghanistan,Asia,2011,0.01,22.8,512,30.12,3.3,0,61.6
Ecuador,South America,2008,4.12,26.2,5281,14.54,7.9,0,74.7
Jordan,Middle East,2007,0.56,28.3,4679,6.26,9.8,0,72.9
Portugal,European Union,2006,11.81,25.8,19501,10.52,7.6,1,78.4
Guinea-Bissau,Africa,2014,3.07,23.3,584,1.69,2.9,0,56.6
Burundi,Africa,2009,4.49,21.3,308,8.4,2.6,0,56.5
Sao Tome and Principe,Central America and Caribbean,2004,5.92,23.9,1154,0.15,4.4,0,64
Belgium,European Union,2010,10.27,25.9,39778,10.9,11.1,1,80.2
Pakistan,Asia,2004,0.014,22.9,1129,156.66,4.3,0,63.7
Philippines,Asia,2015,4.52,23.1,3001,102.11,9.3,0,70.6
Poland,European Union,2014,10.45,26.5,12059,38.01,11.3,1,77.6
Georgia,Rest of Europe,2009,6.26,26.7,2897,3.81,12.2,0,71.2
Fiji,Oceania,2008,1.96,27,4532,0.85,9.4,0,66.5
Lithuania,European Union,2014,14.9,26.4,13850,2.93,13,1,74.5
Namibia,Africa,2005,1.97,23.4,3681,1.94,6,0,50.9
Somalia,Africa,2007,3e-04,22.6,250,11.08,2.1,0,53
Guatemala,Central America and Caribbean,2007,2.36,25.7,3574,13.48,3.9,0,70.4
"Congo, Dem. Rep.",Africa,2011,4.19,21.6,418,66.76,5.6,0,57.4
New Zealand,Oceania,2001,8.69,26.8,31745,3.88,11.6,1,78.7
Pakistan,Asia,2009,0.035,23.3,1246,175.53,4.5,0,65
Japan,Asia,2002,7.86,22.5,31416,127.45,10.9,1,81.6
Vietnam,Asia,2010,2.26,21,2016,87.97,7.5,0,74.8
Ethiopia,Africa,2008,0.32,20.2,391,82.92,2.2,0,59.6
Turkmenistan,Asia,2001,2.36,24.8,2363,4.56,9.9,0,63.8
Senegal,Africa,2007,0.34,22.6,1132,11.69,2.4,0,62.1
Bahrain,Middle East,2010,1.96,25,20982,1.24,8.4,0,76.1
Costa Rica,Central America and Caribbean,2002,4.16,26,7940,4.1,8,0,77.7
Comoros,Africa,2008,0.12,23.6,1183,0.66,3.7,0,61.1
Japan,Asia,2012,8.5,22.7,33518,127.63,12,1,83.1
Zimbabwe,Africa,2002,2.39,23.3,1559,11.95,6.9,0,43.5
Austria,European Union,2008,12.03,25.3,44440,8.32,11.5,1,80.4
Mali,Africa,2007,0.56,22.3,697,13.65,1.8,0,53.6
Romania,European Union,2015,9.45,26.7,8969,19.82,10.9,1,74.9
El Salvador,Central America and Caribbean,2004,2.78,26.5,3072,6.02,5.8,0,69.9
Eswatini,Africa,2011,6.89,26.4,3356,1.07,5.9,0,48.1
Israel,Middle East,2004,2.44,26.5,28151,6.81,12.2,1,80.1
Ghana,Africa,2001,1.85,22.7,1056,19.76,6.2,0,57.2
Papua New Guinea,Oceania,2010,0.73,25,2235,7.31,4,0,62
St. Lucia,Central America and Caribbean,2005,12.87,27.8,9665,0.16,7.5,0,74.1
Haiti,Central America and Caribbean,2015,2.78,25.2,1387,10.7,5.2,0,62.5
China,Asia,2008,4.27,23,4712,1324.66,7,0,73.8
Ecuador,South America,2003,4.04,25.7,4441,13.37,7.1,0,73.6
South Africa,Africa,2002,7.47,26.3,5116,46.15,8.5,0,54.3
Mozambique,Africa,2009,0.69,22.3,463,22.89,3.1,0,51.7
"Bahamas, The",Central America and Caribbean,2010,9.21,27.5,32248,0.35,10.9,0,72.1
Kiribati,Oceania,2000,0.56,28.7,1554,0.08,6.8,0,63.1
North Macedonia,Rest of Europe,2012,3.54,26.4,4408,2.06,9.3,0,74.9
United Arab Emirates,Middle East,2003,1.57,27.4,57932,3.71,8.7,0,75
Equatorial Guinea,Africa,2002,7.12,22.8,8004,0.66,5.4,0,53.8
Denmark,European Union,2013,9.44,25.3,51832,5.61,13.2,1,80.3
Haiti,Central America and Caribbean,2012,2.43,24.8,1329,10.25,4.9,0,61.3
